feature_index	feature_index	vector	max_distance	v_gene	j_gene	cdr3_aa_length
110	35796	[-0.20949557423591614, 0.5135765075683594, -0.034229882061481476, 1.1274621486663818, 0.1495629996061325, -0.38105309009552, 0.3091980218887329, 0.004923749715089798, 0.4415982961654663, -0.4213925004005432]	0.15	IGKV1	IGKJ3	5.0
111	35814	[0.2918946444988251, -0.01988835446536541, 0.2192966192960739, 0.9369633793830872, 0.41589173674583435, -0.11329581588506699, 0.5051071643829346, -0.02195131778717041, -0.13044510781764984, -0.5844590067863464]	0.15	IGKV1	IGKJ3	5.0
112	35871	[-0.03688032552599907, -0.5004464387893677, -0.4766039252281189, 1.1724389791488647, 0.030308041721582413, -0.11821664869785309, -0.15665148198604584, 0.041302382946014404, 0.15400521457195282, 0.5846063494682312]	0.15	IGKV1	IGKJ3	5.0
113	36145	[-0.2184911072254181, 7.491037104045972e-05, -0.13381052017211914, 1.0007084608078003, -0.045127302408218384, -0.23700949549674988, 0.08307071030139923, 0.2610049843788147, 0.9232287406921387, 0.2991981506347656]	0.15	IGKV1	IGKJ3	6.0
114	36148	[-0.14092279970645905, 0.34723082184791565, 0.3364720940589905, 1.2751985788345337, 0.5360884070396423, 1.0243854522705078, 0.37569552659988403, 0.15671972930431366, 0.29667508602142334, 0.30688542127609253]	0.15	IGKV1	IGKJ3	6.0
115	36659	[-0.05682888999581337, 0.432539701461792, 0.16614118218421936, 1.3687915802001953, -0.10918843746185303, 0.8155143857002258, 0.18800731003284454, 0.32805007696151733, 0.3713057339191437, 0.1341031789779663]	0.15	IGKV1	IGKJ3	8.0
116	36696	[-0.23711121082305908, -0.44383445382118225, 1.0343430042266846, 1.0850943326950073, 0.3063276708126068, -0.036312274634838104, 0.7826591730117798, 0.845417857170105, 0.4639393389225006, -0.7568612098693848]	0.15	IGKV1	IGKJ3	8.0
117	36724	[0.2446773499250412, -0.31149032711982727, 0.4130994975566864, 0.873542308807373, 0.23216652870178223, 0.6552826762199402, 0.6305165886878967, 0.11137467622756958, 0.18070439994335175, 0.06739746779203415]	0.15	IGKV1	IGKJ3	8.0
118	36730	[0.04574386402964592, 0.08663515001535416, 0.35397887229919434, 1.1209588050842285, 0.49130281805992126, 1.0429604053497314, 0.42188432812690735, -0.0815049409866333, 0.3846348822116852, 0.17742960155010223]	0.15	IGKV1	IGKJ3	8.0
119	36740	[-0.11202440410852432, -0.2214874029159546, 0.16075818240642548, 0.9931104779243469, 0.09922629594802856, 0.22261755168437958, 0.540561318397522, 0.788151204586029, 0.05041462182998657, -0.06456977874040604]	0.15	IGKV1	IGKJ3	8.0
120	36798	[0.8177323341369629, 0.8748111128807068, 0.3694739043712616, 1.6220495700836182, -0.5466652512550354, 0.9884321093559265, 0.08743537217378616, -0.7209572792053223, 0.4613783657550812, 0.3043586313724518]	0.15	IGKV1	IGKJ3	8.0
121	38041	[0.03387359157204628, -0.1697210818529129, 0.4833408296108246, 0.9275757670402527, 0.2660709023475647, 0.13838747143745422, 0.4662436842918396, 0.2936655580997467, 0.0693245530128479, 0.18434324860572815]	0.15	IGKV1	IGKJ3	9.0
122	38064	[0.03606383875012398, 0.24968868494033813, 0.4284219741821289, 1.032334566116333, 0.47270438075065613, 0.9903659224510193, 0.7571533918380737, 0.09232897311449051, 0.22241142392158508, 0.06366948038339615]	0.15	IGKV1	IGKJ3	9.0
123	38069	[-0.13773085176944733, -0.142598956823349, 0.7941591143608093, 1.2168503999710083, 0.6097277998924255, 0.07257503271102905, 0.38525986671447754, 0.5290761590003967, 0.3463219106197357, -0.6911769509315491]	0.15	IGKV1	IGKJ3	9.0
124	38100	[-0.057564496994018555, 0.39433079957962036, 0.4236234426498413, 1.229970932006836, 0.5702057480812073, 1.0120826959609985, 0.5680618286132812, 0.011601404286921024, -0.03382723033428192, 0.17880231142044067]	0.15	IGKV1	IGKJ3	9.0
125	38127	[0.539190948009491, -0.2126035988330841, 0.17516037821769714, 0.9966486692428589, 0.18960903584957123, 0.38289085030555725, 0.42990127205848694, -0.33885589241981506, 0.10884307324886322, -0.3349865674972534]	0.15	IGKV1	IGKJ3	9.0
126	38131	[0.031214449554681778, 0.028039995580911636, 0.27803274989128113, 1.1314928531646729, 0.2005922794342041, 0.9050427675247192, 0.33156436681747437, 0.21768918633460999, 0.44341716170310974, 0.29881754517555237]	0.15	IGKV1	IGKJ3	9.0
127	38134	[0.6408272385597229, 0.6568943858146667, 0.49875161051750183, 1.5121666193008423, 0.066559799015522, 0.8290619254112244, 0.11731968075037003, -0.6963813900947571, 0.2812214195728302, 0.31213733553886414]	0.15	IGKV1	IGKJ3	9.0
128	38139	[0.26740580797195435, 0.44647324085235596, 0.6767581701278687, 1.145550012588501, 0.6923560500144958, 0.3037150800228119, 0.6224220991134644, -0.09109832346439362, 0.31872737407684326, 0.02542184665799141]	0.15	IGKV1	IGKJ3	9.0
129	38153	[0.3104018568992615, 0.6265448331832886, 0.510219156742096, 1.1880409717559814, 0.31161168217658997, 0.3177765905857086, 0.7260684370994568, -0.016104688867926598, 0.44573500752449036, -0.2043520212173462]	0.15	IGKV1	IGKJ3	9.0
130	38169	[-0.04891464114189148, -0.2607066333293915, 0.11999344825744629, 0.9241482615470886, 0.237252876162529, 0.43896639347076416, 0.6871879696846008, 0.37567850947380066, -0.07561086863279343, -0.12692388892173767]	0.15	IGKV1	IGKJ3	9.0
131	38200	[-0.02380579337477684, -0.33555060625076294, 0.1298145353794098, 0.8104000091552734, 0.19897451996803284, 0.19859354197978973, 0.5628834366798401, 0.18964998424053192, 0.23914362490177155, 0.22838763892650604]	0.15	IGKV1	IGKJ3	9.0
132	38227	[0.06629560142755508, 0.13556064665317535, 0.27340835332870483, 1.263886570930481, 0.2725951075553894, 1.120474934577942, 0.3055146634578705, 0.1459978073835373, 0.21803681552410126, 0.2926318645477295]	0.15	IGKV1	IGKJ3	9.0
133	38228	[0.059018392115831375, -0.2848905026912689, 0.7720234990119934, 1.0339758396148682, 0.457939475774765, 0.19843482971191406, 0.5133652687072754, 0.5947498083114624, 0.4931303560733795, -0.6350640058517456]	0.15	IGKV1	IGKJ3	9.0
134	41813	[0.03652295470237732, -0.22454214096069336, 0.210178941488266, 0.8670646548271179, 0.37254318594932556, 0.4702291488647461, 0.5690268874168396, 0.271818071603775, 0.3648478090763092, 0.0965389534831047]	0.15	IGKV1	IGKJ3	10.0
135	41831	[0.2572872042655945, -0.2886384129524231, 0.5252658128738403, 0.8991209268569946, 0.45079296827316284, 0.4753413200378418, 0.5490484237670898, 0.1160132884979248, 0.2109612226486206, 0.05783691257238388]	0.15	IGKV1	IGKJ3	10.0
136	41853	[0.007426986005157232, 0.576950192451477, 0.18715514242649078, 1.3114349842071533, 0.03937716409564018, 0.9436322450637817, 0.4396587908267975, 0.12764841318130493, 0.2561742663383484, 0.07670188695192337]	0.15	IGKV1	IGKJ3	10.0
137	41857	[-0.12593695521354675, -0.01425700169056654, 0.6645063161849976, 1.1746890544891357, 0.511479914188385, -0.02113824523985386, 0.4294189512729645, 0.34749770164489746, 0.339240700006485, -0.4710935056209564]	0.15	IGKV1	IGKJ3	10.0
138	41863	[0.12789468467235565, 0.056967318058013916, 0.192608043551445, 1.0558661222457886, 0.14808815717697144, 0.516107439994812, 0.4139387011528015, 0.36673033237457275, 0.330556184053421, 0.1276603788137436]	0.15	IGKV1	IGKJ3	10.0
139	41884	[-0.10293042659759521, 0.2227640151977539, 0.09726472198963165, 1.2527730464935303, 0.24263736605644226, 0.7874599695205688, 0.40267661213874817, 0.4481745958328247, 0.3231460750102997, 0.12668730318546295]	0.15	IGKV1	IGKJ3	10.0
140	41906	[-0.2979241609573364, -0.550004243850708, 0.7261638641357422, 1.219232201576233, 0.4322393238544464, 0.013752833008766174, 0.23988454043865204, 0.7895956635475159, 0.5655838251113892, -0.460479199886322]	0.15	IGKV1	IGKJ3	10.0
141	41914	[0.11960162967443466, -0.3302662968635559, 0.18413862586021423, 1.0885112285614014, 0.24536196887493134, 0.6006886959075928, 0.15851281583309174, 0.40931910276412964, 0.35327601432800293, 0.2540525496006012]	0.15	IGKV1	IGKJ3	10.0
142	41929	[0.11333928257226944, -0.062265463173389435, 0.2823569178581238, 1.3014293909072876, 0.5404688119888306, 0.9322105646133423, -0.0015037537086755037, 0.27914780378341675, 0.45327243208885193, 0.30984511971473694]	0.15	IGKV1	IGKJ3	10.0
143	41947	[0.10256218910217285, 0.3047892153263092, 0.4037763178348541, 1.0389093160629272, 0.458438903093338, 0.7391358017921448, 0.7740102410316467, 0.11803136020898819, 0.17414091527462006, 0.009335029870271683]	0.15	IGKV1	IGKJ3	10.0
144	41955	[0.06531426310539246, 0.396488219499588, 0.40061235427856445, 1.1864811182022095, 0.45361533761024475, 0.8687517046928406, 0.466945081949234, 0.09141410887241364, 0.2965477705001831, 0.10756959766149521]	0.15	IGKV1	IGKJ3	10.0
145	44720	[-0.07415754348039627, -0.23535692691802979, 0.6651511192321777, 1.150302529335022, 0.2806350290775299, 0.04194588586688042, 0.5594537854194641, 0.9902431964874268, 0.5103672742843628, -0.5337054133415222]	0.15	IGKV1	IGKJ3	11.0
146	44742	[0.158888041973114, 0.050113409757614136, 0.2314487099647522, 1.0947290658950806, 0.25519683957099915, 0.31227484345436096, 0.4092572331428528, 0.20425017178058624, -0.11520276963710785, -0.04802299290895462]	0.15	IGKV1	IGKJ3	11.0
147	44749	[-0.13687072694301605, -0.3277495801448822, 0.849041223526001, 1.1027626991271973, 0.5363297462463379, -0.034308288246393204, 0.34406137466430664, 0.6455259919166565, 0.4903528690338135, -0.412038117647171]	0.15	IGKV1	IGKJ3	11.0
148	44752	[-0.072944276034832, 0.12809954583644867, 0.3205420672893524, 1.1114733219146729, 0.24762815237045288, 0.6916940212249756, 0.4324994683265686, 0.18973290920257568, 0.31482335925102234, 0.20147545635700226]	0.15	IGKV1	IGKJ3	11.0
149	44754	[0.05314032733440399, 0.24424171447753906, 0.25462257862091064, 1.2218890190124512, 0.32485413551330566, 0.8016235828399658, 0.2906646132469177, 0.08416005223989487, 0.2833479642868042, 0.229988232254982]	0.15	IGKV1	IGKJ3	11.0
150	44771	[0.10669746994972229, -0.13381677865982056, 0.4132973551750183, 1.0428720712661743, 0.5054360628128052, 0.2884487509727478, 0.36750873923301697, 0.299735426902771, -0.04079018533229828, -0.049050264060497284]	0.15	IGKV1	IGKJ3	11.0
151	44782	[-0.0740753635764122, 0.2133166342973709, 0.0763796865940094, 1.2545350790023804, 0.27154162526130676, 0.6691758632659912, 0.3532520830631256, 0.47674933075904846, 0.35670384764671326, 0.15891993045806885]	0.15	IGKV1	IGKJ3	11.0
152	44788	[0.1778600960969925, 0.14747704565525055, 0.35920459032058716, 1.087781310081482, 0.4682231843471527, 0.4987955093383789, 0.4388943612575531, 0.25450026988983154, 0.18829412758350372, 0.07254302501678467]	0.15	IGKV1	IGKJ3	11.0
153	45957	[0.24641598761081696, -0.24963849782943726, 0.19151467084884644, 1.0546469688415527, 0.2531481087207794, 0.35570061206817627, 0.34451812505722046, 0.45477545261383057, 0.022303201258182526, -0.003797555575147271]	0.15	IGKV1	IGKJ3	12.0
154	45961	[0.18282625079154968, 0.2177521288394928, 0.11234356462955475, 1.1382173299789429, 0.15125147998332977, 0.3659760355949402, 0.25382405519485474, 0.15487313270568848, 0.3403414189815521, -0.009273266419768333]	0.15	IGKV1	IGKJ3	12.0
155	46216	[-0.2987816035747528, 0.49024099111557007, 0.3286607563495636, 1.4694104194641113, 0.9460428953170776, 0.08766619861125946, 0.11198507994413376, 0.05509251356124878, -0.01286805048584938, 0.04441588744521141]	0.15	IGKV1	IGKJ4	5.0
156	46702	[-0.09467504173517227, 0.5827787518501282, 0.3205852210521698, 1.2948057651519775, 0.2634626626968384, 1.290343165397644, 0.6877004504203796, 0.031278662383556366, 0.03579111397266388, 0.20027081668376923]	0.15	IGKV1	IGKJ4	7.0
157	46706	[0.3068547248840332, -0.08522346615791321, 0.3237330913543701, 0.9464209079742432, 0.027177944779396057, 0.41119185090065, 0.6106668710708618, 0.4552435874938965, -0.011981516145169735, 0.08242479711771011]	0.15	IGKV1	IGKJ4	7.0
158	46711	[-0.0013259903062134981, 0.11756116151809692, 0.3363427519798279, 1.2353405952453613, 0.4760948717594147, 0.9634839296340942, 0.3526851236820221, -0.0545501783490181, 0.21910150349140167, 0.14790025353431702]	0.15	IGKV1	IGKJ4	7.0
159	46726	[0.23683516681194305, 0.2380221039056778, 0.06392586976289749, 1.1861414909362793, 0.21860994398593903, 0.5661313533782959, 0.33949050307273865, 0.059903811663389206, -0.005373271647840738, -0.3693367540836334]	0.15	IGKV1	IGKJ4	7.0
160	47037	[0.276864618062973, 0.09805785864591599, 0.1254858523607254, 0.9961828589439392, 0.25698933005332947, 0.6124109625816345, 0.5884565711021423, -0.0002495062944944948, 0.04743649438023567, -0.3571556806564331]	0.15	IGKV1	IGKJ4	8.0
161	47038	[0.2971258759498596, -0.32629257440567017, 0.010092335753142834, 1.0497395992279053, 0.12197371572256088, 0.25013822317123413, 0.3336275517940521, 0.006345356348901987, -0.19533708691596985, -0.4098621904850006]	0.15	IGKV1	IGKJ4	8.0
162	47039	[0.1695505678653717, 0.12051401287317276, 0.06430607289075851, 1.0504090785980225, 0.031204139813780785, 0.5579177141189575, 0.3748585283756256, 0.0462217815220356, 0.17695316672325134, -0.3088935613632202]	0.15	IGKV1	IGKJ4	8.0
163	47047	[-0.08939746022224426, 0.20028066635131836, 0.19873371720314026, 1.283643364906311, 0.46225351095199585, 0.8946836590766907, 0.28613078594207764, 0.20012974739074707, 0.15239942073822021, -0.01699456013739109]	0.15	IGKV1	IGKJ4	8.0
164	47068	[0.10211201757192612, -0.32216373085975647, 0.13109803199768066, 1.0656658411026, 0.15748533606529236, 0.3376299738883972, 0.2360510528087616, 0.28947943449020386, 0.018747827038168907, 0.2128450870513916]	0.15	IGKV1	IGKJ4	8.0
165	47099	[0.250029981136322, 0.44101351499557495, 0.35838985443115234, 1.16916024684906, 0.035575419664382935, 0.7431815266609192, 0.6397712230682373, 0.10964883863925934, -0.021576475352048874, 0.19479286670684814]	0.15	IGKV1	IGKJ4	8.0
166	47131	[0.1595585197210312, -0.3308255672454834, 0.07921042293310165, 0.8895694613456726, 0.5207259058952332, 0.30578577518463135, 0.5380035638809204, -0.08023761212825775, -0.05821084976196289, -0.13385352492332458]	0.15	IGKV1	IGKJ4	8.0
167	48712	[0.08102826029062271, -0.3520355522632599, 0.07092063874006271, 1.03501296043396, 0.13513211905956268, 0.28268393874168396, 0.2247694432735443, 0.37010830640792847, 0.10860101133584976, 0.357884019613266]	0.15	IGKV1	IGKJ4	9.0
168	48713	[-0.040861520916223526, -0.1789514720439911, 0.13621237874031067, 0.9659949541091919, 0.2635013461112976, 0.27339786291122437, 0.4990941882133484, 0.2932067811489105, -0.0765179917216301, 0.15456275641918182]	0.15	IGKV1	IGKJ4	9.0
169	48722	[0.4931425452232361, -0.2038782387971878, 0.13910089433193207, 1.0249736309051514, 0.2605518102645874, 0.3566051721572876, 0.38842490315437317, -0.2964172959327698, 0.006804949138313532, -0.3540708124637604]	0.15	IGKV1	IGKJ4	9.0
170	48747	[0.18629921972751617, 0.31599074602127075, -0.039473675191402435, 1.1745717525482178, -0.08527125418186188, 0.5677280426025391, 0.3270229399204254, 0.04765459895133972, 0.2869527339935303, -0.22977419197559357]	0.15	IGKV1	IGKJ4	9.0
171	48751	[0.10390810668468475, -0.10038280487060547, 0.03954041004180908, 1.050879716873169, 0.3510744273662567, 0.7097962498664856, 0.5952188968658447, 0.3396943509578705, -0.19342771172523499, 0.17701368033885956]	0.15	IGKV1	IGKJ4	9.0
172	48769	[0.056546300649642944, 0.3542695641517639, 0.3609784245491028, 1.020664930343628, 0.39774662256240845, 0.9980686902999878, 0.9490941166877747, 0.030087823048233986, 0.07279004901647568, 0.12276005744934082]	0.15	IGKV1	IGKJ4	9.0
173	48772	[0.5786948204040527, 0.5377808213233948, 0.37957414984703064, 1.376660943031311, -0.2327204793691635, 0.7106435298919678, 0.20579098165035248, -0.5373256802558899, 0.2258502095937729, 0.15078110992908478]	0.15	IGKV1	IGKJ4	9.0
174	48777	[0.4532371759414673, 0.5592049956321716, 0.2897932827472687, 1.3199658393859863, -0.09181834012269974, 0.7686999440193176, 0.23554034531116486, -0.27158617973327637, 0.3357783257961273, 0.04637465253472328]	0.15	IGKV1	IGKJ4	9.0
175	48792	[-0.14718672633171082, -0.30183014273643494, 0.9885619878768921, 1.0068279504776, 0.4376186728477478, 0.0029298588633537292, 0.6986271142959595, 0.6545891761779785, 0.4548027515411377, -0.5711917281150818]	0.15	IGKV1	IGKJ4	9.0
176	48797	[-0.03366665542125702, 0.19069598615169525, 0.06563906371593475, 1.1808737516403198, 0.0363796129822731, 1.0208919048309326, 0.49530401825904846, -0.13328178226947784, 0.41474437713623047, 0.044310882687568665]	0.15	IGKV1	IGKJ4	9.0
177	48814	[-0.21491916477680206, -0.1259298473596573, 0.8781536817550659, 1.0902538299560547, 0.421346515417099, 0.012436719611287117, 0.37768182158470154, 0.355191707611084, 0.8870325088500977, -0.47316184639930725]	0.15	IGKV1	IGKJ4	9.0
178	48822	[0.27901899814605713, 0.12593437731266022, -0.01734604872763157, 1.1482828855514526, 0.26395291090011597, 0.24075303971767426, 0.29887959361076355, 0.058690786361694336, -0.08195119351148605, -0.503594696521759]	0.15	IGKV1	IGKJ4	9.0
179	48858	[0.6272405982017517, 0.6649931073188782, 0.48864829540252686, 1.5030163526535034, 0.08097115159034729, 0.8284795880317688, 0.13588851690292358, -0.7297031879425049, 0.278093159198761, 0.3247353732585907]	0.15	IGKV1	IGKJ4	9.0
180	48891	[0.0586472749710083, 0.3592630624771118, 0.15324042737483978, 1.20723295211792, 0.275296151638031, 0.6798715591430664, 0.31584033370018005, -0.1848134696483612, 0.17388546466827393, 0.26369455456733704]	0.15	IGKV1	IGKJ4	9.0
181	48919	[0.1465296447277069, -0.2470753937959671, 0.36422598361968994, 0.9060013890266418, 0.11654259264469147, 0.38589945435523987, 0.4609571099281311, 0.1273694783449173, 0.13134697079658508, 0.10677528381347656]	0.15	IGKV1	IGKJ4	9.0
182	53040	[0.23670871555805206, 0.10639932006597519, -0.09970570355653763, 1.2124786376953125, 0.07663397490978241, 0.1636788249015808, 0.12983514368534088, 0.20577196776866913, 0.14049415290355682, -0.41167202591896057]	0.15	IGKV1	IGKJ4	10.0
183	53057	[0.05340176075696945, 0.1015898808836937, 0.13313229382038116, 1.0175176858901978, 0.20652225613594055, 0.5617725253105164, 0.4815030097961426, 0.05005776882171631, 0.1498856246471405, 0.1387760043144226]	0.15	IGKV1	IGKJ4	10.0
184	53073	[-0.11111684143543243, 0.032644085586071014, 0.21109843254089355, 1.2740604877471924, 0.4009406566619873, 0.7806989550590515, 0.1253286898136139, 0.16030685603618622, 0.30743151903152466, 0.13316002488136292]	0.15	IGKV1	IGKJ4	10.0
185	53077	[-0.1263403594493866, -0.04230340197682381, 0.6596539616584778, 1.2886457443237305, 0.5191687345504761, 0.006532621569931507, 0.2627217471599579, 0.5689041614532471, 0.4875178337097168, -0.7035107612609863]	0.15	IGKV1	IGKJ4	10.0
186	53086	[-0.04946327209472656, 0.2652679979801178, 0.16421648859977722, 1.2074108123779297, 0.27892550826072693, 0.7533924579620361, 0.4391136169433594, 0.40812307596206665, 0.3425513803958893, 0.15275907516479492]	0.15	IGKV1	IGKJ4	10.0
187	53143	[-0.20339378714561462, 0.1619758903980255, 0.27684879302978516, 1.1738272905349731, 0.522049069404602, 0.6715656518936157, 0.3590391278266907, 0.05687693879008293, 0.4572908878326416, 0.11145349591970444]	0.15	IGKV1	IGKJ4	10.0
188	56779	[0.3249836564064026, 0.06376682966947556, -0.0702160969376564, 1.1223549842834473, 0.2881288528442383, 0.09848441928625107, 0.2794634997844696, 0.07881923764944077, 0.004641035106033087, -0.4046051800251007]	0.15	IGKV1	IGKJ4	11.0
